POL o Puerto de origen;NAVIERA FCL;POD o Puerto de destino;DIAS LIBRES;VIGENCIA DESDE ;VIGENCIA HASTA;AGENTE;CONTRATO;TIEMPO DE TRANSITO;MONEDA;20 GP;40 GP;40 HC;40 NOR
ANQING;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,920.00;2,440.00;2,440.00;
ANQING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,534.00;1,852.00;1,852.00;
ANQING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,634.00;2,052.00;2,052.00;
ANQING;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;50-50;DOLAR;1,565.00;1,990.00;1,990.00;
ANQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;2,065.00;2,065.00;
ANQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;2,065.00;2,065.00;
BANGKOK;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;64-71;DOLAR;1,365.00;1,715.00;1,715.00;
BANGKOK;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
BEIHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-54;DOLAR;1,557.00;1,886.00;1,886.00;
BEIHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;52-54;DOLAR;1,657.00;2,086.00;2,086.00;
BEIJIAO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-38;DOLAR;1,450.00;1,650.00;1,650.00;
BEIJIAO;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-38;DOLAR;1,450.00;1,650.00;1,650.00;
BEIJIAO;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,790.00;2,180.00;2,180.00;
BEIJIAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,490.00;1,767.00;1,767.00;
BEIJIAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,590.00;1,967.00;1,967.00;
BEIJIAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;47-52;DOLAR;1,390.00;1,665.00;1,665.00;
BEIJIAO;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;32-36;DOLAR;1,318.00;1,518.00;1,518.00;
BEIJIAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
BEIJIAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,515.00;1,765.00;1,765.00;
BEIJIAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,365.00;1,565.00;1,565.00;
BELAWAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,500.00;1,800.00;1,800.00;
BELAWAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;56-63;DOLAR;2,140.00;2,915.00;2,915.00;
BUSAN;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;44-44;DOLAR;1,400.00;1,600.00;1,600.00;
BUSAN;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;41-43;DOLAR;1,400.00;1,600.00;1,600.00;
BUSAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;41-48;DOLAR;1,450.00;1,700.00;1,700.00;
BUSAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;31-34;DOLAR;1,315.00;1,515.00;1,515.00;
BUSAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,565.00;1,565.00;
CEBU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;60-70;DOLAR;2,665.00;2,715.00;2,715.00;
CHANGSHA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;44-45;DOLAR;1,750.00;2,150.00;2,150.00;
CHANGSHA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;44-45;DOLAR;1,750.00;2,150.00;2,150.00;
CHANGSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;58-60;DOLAR;1,535.00;1,900.00;1,900.00;
CHANGSHA;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;58-60;DOLAR;1,635.00;2,120.00;2,120.00;
CHANGSHA;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;52-53;DOLAR;1,640.00;2,115.00;2,115.00;
CHANGSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,715.00;2,115.00;2,115.00;
CHANGSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,715.00;2,115.00;2,115.00;
CHANGSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;40-40;DOLAR;1,565.00;1,915.00;1,915.00;
CHANGSHU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,860.00;2,220.00;2,220.00;
CHANGSHU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,457.00;1,735.00;1,735.00;
CHANGSHU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,557.00;1,935.00;1,935.00;
CHANGSHU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;48-49;DOLAR;1,490.00;1,765.00;1,765.00;
CHANGZHOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,550.00;1,800.00;1,800.00;
CHANGZHOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;35-36;DOLAR;1,550.00;1,800.00;1,800.00;
CHANGZHOU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,870.00;2,330.00;2,330.00;
BEIJIAO;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,308.00;1,458.00;1,458.00;
CHANGZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;53-54;DOLAR;1,466.00;1,753.00;1,753.00;
CHANGZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;53-54;DOLAR;1,566.00;1,953.00;1,953.00;
CHANGZHOU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-50;DOLAR;1,540.00;1,890.00;1,890.00;
CHANGZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,665.00;2,065.00;2,065.00;
CHANGZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,665.00;2,065.00;2,065.00;
CHANGZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,515.00;1,865.00;1,865.00;
CHONGQING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-42;DOLAR;1,700.00;2,200.00;2,200.00;
CHONGQING;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-42;DOLAR;1,700.00;2,200.00;2,200.00;
CHONGQING;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;2,020.00;2,760.00;2,760.00;
CHONGQING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;58-60;DOLAR;1,650.00;2,100.00;2,100.00;
CHONGQING;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;58-60;DOLAR;1,750.00;2,300.00;2,300.00;
CHONGQING;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-52;DOLAR;1,615.00;2,435.00;2,435.00;
CHONGQING;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;36-39;DOLAR;1,718.00;2,118.00;2,118.00;
CHONGQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,765.00;2,265.00;2,265.00;
CHONGQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,765.00;2,265.00;2,265.00;
CHONGQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;42-42;DOLAR;1,615.00;2,065.00;2,065.00;
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;35-37;DOLAR;;;;1,215.00
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;35-37;DOLAR;1,315.00;1,515.00;1,515.00;
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;17/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,565.00;1,565.00;
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;17/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,565.00;1,565.00;
DAFENG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,600.00;1,900.00;1,900.00;
DAFENG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;30-33;DOLAR;1,600.00;1,900.00;1,900.00;
DAFENG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;47-48;DOLAR;1,540.00;1,815.00;1,815.00;
DAFENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,915.00;1,915.00;
DAFENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,565.00;1,915.00;1,915.00;
DALIAN;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;39-42;DOLAR;1,400.00;1,600.00;1,600.00;
DALIAN;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;;;;1,000.00
DALIAN;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,350.00;1,500.00;1,500.00;
DALIAN;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;50-55;DOLAR;1,400.00;1,600.00;1,600.00;
DALIAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;43-45;DOLAR;1,500.00;1,800.00;1,800.00;
DALIAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;43-45;DOLAR;1,500.00;1,800.00;1,800.00;
DALIAN;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,700.00;2,050.00;2,050.00;
DALIAN;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,249.00;1,529.00;1,529.00;
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ;TRUST;30-39;DOLAR;1,200.00;1,500.00;1,500.00;
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-1-ST;40-45;DOLAR;;;;1,400.00
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,400.00;1,700.00;1,700.00;
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;40-45;DOLAR;1,300.00;1,500.00;1,500.00;
DALIAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;14;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;38-45;DOLAR;;;;1,415.00
CHANGSHA;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,458.00;1,758.00;1,758.00;
DALIAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;38-45;DOLAR;1,315.00;1,515.00;1,515.00;
DALIAN;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;;;;1,115.00
DALIAN;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;18;15/12/2025;21/12/2025;ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ;QTRANS;30-32;DOLAR;1,215.00;1,315.00;1,315.00;
DALIAN;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;40-45;DOLAR;1,318.00;1,518.00;1,518.00;
DANANG;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,850.00;2,250.00;2,250.00;
DANANG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;57-64;DOLAR;1,415.00;1,915.00;1,915.00;
DAVAO;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;55-64;DOLAR;2,665.00;2,715.00;2,715.00;
DOUMEN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-55;DOLAR;1,415.00;1,715.00;1,715.00;
CHANGSHU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,408.00;1,608.00;1,608.00;
FANGCHENG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;45-47;DOLAR;1,557.00;1,886.00;1,886.00;
FANGCHENG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;45-47;DOLAR;1,657.00;2,086.00;2,086.00;
FANGCHENG;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-51;DOLAR;1,615.00;2,065.00;2,065.00;
FANGCHENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,865.00;1,865.00;
FANGCHENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,615.00;1,865.00;1,865.00;
FANGCHENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;41-41;DOLAR;1,465.00;1,665.00;1,665.00;
CHANGZHOU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,408.00;1,608.00;1,608.00;
FOSHAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,365.00;1,565.00;1,565.00;
FUZHOU;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;37-41;DOLAR;1,500.00;1,800.00;1,800.00;
FUZHOU;COSCO SHIPPING LINES CO. LTD.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;LAT25027;59-62;DOLAR;1,500.00;1,800.00;1,800.00;
FUZHOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-40;DOLAR;1,450.00;1,700.00;1,700.00;
FUZHOU;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;38-40;DOLAR;1,450.00;1,700.00;1,700.00;
FUZHOU;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,790.00;2,240.00;2,240.00;
FUZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,600.00;2,000.00;2,000.00;
FUZHOU;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;308-88880-ST;50-55;DOLAR;1,500.00;1,800.00;1,800.00;
FUZHOU;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;15;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;HKGN03275A;49-52;DOLAR;1,415.00;1,715.00;1,715.00;
FUZHOU;Wan Hai Lines Ltd.;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;WSA-001N;44-45;DOLAR;1,268.00;1,418.00;1,418.00;
FUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,445.00;1,665.00;1,665.00;
FUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,445.00;1,665.00;1,665.00;
CHONGQING;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,708.00;2,108.00;2,108.00;
FUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;21/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;37-37;DOLAR;1,295.00;1,465.00;1,465.00;
GAOLAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-37;DOLAR;1,500.00;1,700.00;1,700.00;
GAOLAN;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;G260086;36-37;DOLAR;1,500.00;1,700.00;1,700.00;
GAOLAN;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;21/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;298430991;35-42;DOLAR;1,840.00;2,240.00;2,240.00;
