POL o Puerto de origen;NAVIERA FCL;POD o Puerto de destino;DIAS LIBRES;VIGENCIA DESDE ;VIGENCIA HASTA;AGENTE;CONTRATO;TIEMPO DE TRANSITO;MONEDA;20 GP;40 GP;40 HC;40 NOR
BANGKOK;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;44-51;DOLAR;1,400.00;1,550.00;1,550.00;
BANGKOK;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-47;DOLAR;1,400.00;1,550.00;1,550.00;
BANGKOK;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,400.00;1,550.00;1,550.00;
BANGKOK;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;53-54;DOLAR;1,500.00;1,750.00;1,750.00;
BEIJIAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
BUSAN;OCEAN NETWORK EXPRESS PTE. LTD.;GUAYAQUIL;21;15/12/2025;31/12/2025;RTS GLS Co.,Ltd                                                                                     ;RTS;34-38;DOLAR;1,515.00;1,715.00;1,715.00;
BUSAN;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;31/12/2025;RTS GLS Co.,Ltd                                                                                     ;RTS;38-40;DOLAR;1,415.00;1,565.00;1,565.00;
BUSAN;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;31/12/2025;SUNGWOO SEA & AIR CO., LTD.                                                                         ;SUNGWOO;36-40;DOLAR;1,400.00;1,600.00;1,600.00;
CHANGSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,365.00;1,765.00;1,765.00;
CHANGZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,315.00;1,715.00;1,715.00;
CHENNAI;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;31/12/2025;LYFT Logistics LLP, INDIA                                                                           ;LYFT-FAK;50-65;DOLAR;1,696.00;1,802.00;1,802.00;
CHONGQING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,415.00;1,915.00;1,915.00;
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,015.00;1,215.00;1,215.00;
DA CHAN BAY;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;35-37;DOLAR;1,115.00;1,215.00;1,215.00;
DAFENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,565.00;1,565.00;
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;;;;1,300.00
DALIAN;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;1,100.00;1,300.00;1,300.00;
DALIAN;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;34-34;DOLAR;;;;1,015.00
DALIAN;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;21;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;42-42;DOLAR;1,265.00;1,465.00;1,465.00;
DANANG;EVERGREEN LINE;GUAYAQUIL;21;16/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,450.00;1,550.00;1,550.00;
DANANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;53-54;DOLAR;1,650.00;2,000.00;2,000.00;
FANGCHENG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,515.00;1,515.00;
FUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,095.00;1,315.00;1,315.00;
GAOLAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
GAOMING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,175.00;1,415.00;1,415.00;
HAIKOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,715.00;1,715.00;
HAIPHONG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;14;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;48-49;DOLAR;1,600.00;1,700.00;1,700.00;
TAIZHOU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,408.00;1,608.00;1,608.00;
HAIPHONG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;14;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;48-48;DOLAR;1,600.00;1,700.00;1,700.00;
HAIPHONG;EVERGREEN LINE;GUAYAQUIL;21;16/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-44;DOLAR;1,450.00;1,550.00;1,550.00;
HAIPHONG;EVERGREEN LINE;GUAYAQUIL;21;16/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,450.00;1,550.00;1,550.00;
HAIPHONG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;46-47;DOLAR;1,550.00;1,800.00;1,800.00;
HAIPHONG;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-47;DOLAR;1,300.00;1,500.00;1,500.00;
HAIPHONG;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-45;DOLAR;1,300.00;1,500.00;1,500.00;
HOCHIMINH;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;48-49;DOLAR;1,600.00;1,700.00;1,700.00;
HOCHIMINH;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;48-48;DOLAR;1,600.00;1,700.00;1,700.00;
HOCHIMINH;EVERGREEN LINE;GUAYAQUIL;21;16/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-44;DOLAR;1,450.00;1,550.00;1,550.00;
HOCHIMINH;EVERGREEN LINE;GUAYAQUIL;21;16/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,450.00;1,550.00;1,550.00;
HOCHIMINH;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;62-63;DOLAR;1,650.00;2,000.00;2,000.00;
HOCHIMINH;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-47;DOLAR;1,300.00;1,500.00;1,500.00;
HOCHIMINH;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-45;DOLAR;1,300.00;1,500.00;1,500.00;
HONG KONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,095.00;1,315.00;1,315.00;
HUANGPU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,135.00;1,365.00;1,365.00;
JIANGMEN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
JIUJIANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,415.00;1,715.00;1,715.00;
JIUJIANG, GD;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,515.00;1,515.00;
KAOHSIUNG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,515.00;1,515.00;
KEELUNG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,515.00;1,515.00;
LAEM CHABANG;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;31/12/2025;                                                                                                    ;SQ G070425;47-51;DOLAR;1,550.00;1,700.00;1,700.00;
LAEM CHABANG;Hapag Lloyd;GUAYAQUIL;14;15/12/2025;31/12/2025;WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ;WFL;70-75;DOLAR;1,450.00;1,650.00;1,650.00;
LAEM CHABANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;58-60;DOLAR;1,750.00;2,200.00;2,200.00;
LAEM CHABANG;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;44-51;DOLAR;1,400.00;1,550.00;1,550.00;
LAEM CHABANG;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;45-47;DOLAR;1,400.00;1,550.00;1,550.00;
LAEM CHABANG;Pacific International Lines;GUAYAQUIL;21;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;43-43;DOLAR;1,400.00;1,550.00;1,550.00;
LAEM CHABANG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;51-53;DOLAR;1,500.00;1,750.00;1,750.00;
LAT KRABANG;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;60-63;DOLAR;1,850.00;2,350.00;2,350.00;
LAT KRABANG;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;52-54;DOLAR;1,500.00;1,750.00;1,750.00;
LELIU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
LIANYUNGANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
LUZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,565.00;1,565.00;
MUNDRA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;31/12/2025;                                                                                                    ;SQ G070425;53-56;DOLAR;1,600.00;1,800.00;1,800.00;
MUNDRA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;31/12/2025;LYFT Logistics LLP, INDIA                                                                           ;LYFT-FAK;56-62;DOLAR;1,696.00;1,802.00;1,802.00;
MUNDRA;Hapag Lloyd;GUAYAQUIL;21;15/12/2025;31/12/2025;CLEARSHIP FORWARDERS PRIVATE LIMITED                                                                ;CLEARSHIP - FAK;80-84;DOLAR;1,400.00;1,500.00;1,500.00;
MUNDRA;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;31/12/2025;CLEARSHIP FORWARDERS PRIVATE LIMITED                                                                ;CLEARSHIP - FAK;55-58;DOLAR;2,850.00;2,050.00;2,050.00;
NANCHANG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,415.00;1,915.00;1,915.00;
NANJING;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,465.00;1,465.00;
NANSHA;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,175.00;1,415.00;1,415.00;
NANTONG;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,215.00;1,465.00;1,465.00;
NHAVA SHEVA;EVERGREEN LINE;GUAYAQUIL;21;15/12/2025;31/12/2025;LYFT Logistics LLP, INDIA                                                                           ;LYFT-FAK;56-62;DOLAR;1,696.00;1,802.00;1,802.00;
NHAVA SHEVA;Hapag Lloyd;GUAYAQUIL;21;15/12/2025;31/12/2025;CLEARSHIP FORWARDERS PRIVATE LIMITED                                                                ;CLEARSHIP - FAK;80-84;DOLAR;1,400.00;1,500.00;1,500.00;
NHAVA SHEVA;Maersk A/S trading as Sealand Americas.;POSORJA;21;15/12/2025;31/12/2025;CLEARSHIP FORWARDERS PRIVATE LIMITED                                                                ;CLEARSHIP - FAK;55-58;DOLAR;2,850.00;2,050.00;2,050.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;1,100.00;1,200.00;1,200.00;
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
NINGBO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,200.00;1,300.00;1,300.00;
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;;;;1,300.00
NINGBO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;1,100.00;1,300.00;1,300.00;
NINGBO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;34-34;DOLAR;;;;1,015.00
NINGBO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;21;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;34-34;DOLAR;1,215.00;1,415.00;1,415.00;
NINGBO;Pacific International Lines;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;31-31;DOLAR;;;;1,000.00
NINGBO;Pacific International Lines;GUAYAQUIL;20;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;31-31;DOLAR;1,100.00;1,300.00;1,300.00;
NINGBO;Pacific International Lines;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,200.00;1,400.00;1,400.00;
NINGBO;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,200.00;1,400.00;1,400.00;
WUHAN;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,508.00;1,808.00;1,808.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,015.00;1,215.00;1,215.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;30-33;DOLAR;1,115.00;1,215.00;1,215.00;
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,200.00
NINGBO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,250.00;1,400.00;1,400.00;
PASIR GUDANG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ;WFL;45-49;DOLAR;2,050.00;2,350.00;2,350.00;
PENANG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ;WFL;45-49;DOLAR;2,050.00;2,350.00;2,350.00;
PORT KELANG;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ;WFL;45-49;DOLAR;2,050.00;2,350.00;2,350.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;1,100.00;1,200.00;1,200.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
WUHU;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;21/12/2025;GRAND OCEAN SHIPPING CO.,LTD                                                                        ;GRAN OCEAN - FAK;35-55;DOLAR;1,408.00;1,608.00;1,608.00;
QINGDAO;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,200.00;1,300.00;1,300.00;
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;;;;1,300.00
QINGDAO;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;1,100.00;1,300.00;1,300.00;
QINGDAO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;42-42;DOLAR;;;;1,065.00
QINGDAO;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;21;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;34-34;DOLAR;1,215.00;1,415.00;1,415.00;
QINGDAO;Pacific International Lines;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
QINGDAO;Pacific International Lines;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,100.00;1,200.00;1,200.00;
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
QINGDAO;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,100.00;1,200.00;1,200.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,015.00;1,215.00;1,215.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;38-45;DOLAR;1,115.00;1,215.00;1,215.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;28-28;DOLAR;1,365.00;1,615.00;1,615.00;
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,200.00
QINGDAO;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,250.00;1,400.00;1,400.00;
QINZHOU;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,265.00;1,515.00;1,515.00;
RONGQI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
SANSHAN;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
SANSHUI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;21;22/12/2025;31/12/2025;AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ;7110442322;29-33;DOLAR;1,165.00;1,415.00;1,415.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;22/12/2025;31/12/2025;CNS INTERTRANS SHENZHEN CO.,LTD                                                                     ;CNS INTERTRANS;29-31;DOLAR;1,100.00;1,200.00;1,200.00;
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
SHANGHAI;COSCO SHIPPING LINES CO. LTD.;GUAYAQUIL;17;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,200.00;1,300.00;1,300.00;
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;;;;1,300.00
SHANGHAI;MEDITERRANEAN SHIPPING COMPANY;GUAYAQUIL;21;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;32-34;DOLAR;1,100.00;1,300.00;1,300.00;
SHANGHAI;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;35-35;DOLAR;;;;1,015.00
SHANGHAI;ORIENT OVERSEAS CONTAINER LINE;GUAYAQUIL;21;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;35-35;DOLAR;1,215.00;1,415.00;1,415.00;
SHANGHAI;Pacific International Lines;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;30-30;DOLAR;;;;800.00
SHANGHAI;Pacific International Lines;GUAYAQUIL;20;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;30-30;DOLAR;1,050.00;1,200.00;1,200.00;
SHANGHAI;Pacific International Lines;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
SHANGHAI;Pacific International Lines;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,100.00;1,200.00;1,200.00;
SHANGHAI;Wan Hai Lines Ltd.;GUAYAQUIL;14;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;;;;1,100.00
SHANGHAI;Wan Hai Lines Ltd.;GUAYAQUIL;18;15/12/2025;31/12/2025;Logicity Co.,Ltd.                                                                                   ;LOGICITY;35-55;DOLAR;1,100.00;1,200.00;1,200.00;
SHANGHAI;ZIM INTEGRATED SHIPPING SERVICES;GUAYAQUIL;14;22/12/2025;31/12/2025;RS LOGISTICS LIMITED                                                                                ;RSLOG;32-32;DOLAR;;;;1,215.00
